English_Term,Italian_Translation,Italian_IPA,English_Sentence,Italian_Sentence_Translation,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
fishing,pesca,/pɛska/,"Why, we are not going fishing!",Non andiamo a pescare!,/non andjamo a peskare!/,A1,Activities,"A1,Activities",
five,cinque,/tʃinkwe/,"Five pounds--well, is THAT right?","Cinque chili... beh, è giusto?","/tʃinkwe kilɪ... bɛ, e dʒusto?/",A1,Time & Quantity,"A1,Time & Quantity",
flag,bandiera,/bandiɛra/,"We played with flags, ” I said.","Abbiamo giocato con le bandiere"", ho detto.","/abːjamo dʒokato kon le bandiɛre"", o detːo./",A1,Social,"A1,Social",
flat,piatto,/pjatːo/,Flat burglary as ever was committed.,Un furto con scasso mai commesso prima.,/ʊn furto kon skasso maj kommesso prima./,A1,Social,"A1,Social",
flight,volo,/volo/,Had they discovered our flight?,Avevano scoperto il nostro volo?,/avevano skopɛrto il nɔstro volo?/,A1,Food,"A1,Food",
floor,pavimento,/pavimento/,What floor do you want?,Che piano vuoi?,/ke pjano vʊɔi?/,A1,Social,"A1,Social",
flower,fiore,/fjore/,And who has speech like flowers?,E chi ha un discorso come i fiori?,/e kɪ a ʊn diskorso kome i fjorɪ?/,A1,Time & Quantity,"A1,Time & Quantity",
fly,mosca,/moska/,Oh whither shall I fly?,Dove volerò?,/dove voleɾɔ?/,A1,Grammar,"A1,Grammar",
focus,focus,/fokʊs/,You should focus on that.,Dovreste concentrarvi su questo.,/dovreste kontʃentrarvɪ sʊ kwesto./,A1,Grammar,"A1,Grammar",
foggy,nebbioso,/nebːjozo/,The night was dark and foggy.,La notte era buia e nebbiosa.,/la nɔtːe ɛra buja e nebːjɔza./,A1,Grammar,"A1,Grammar",
follow,seguire,/seɡwire/,"You must follow him, Sam.","Devi seguirlo, Sam.","/dɛvɪ seɡwirlo, sam./",A1,Food,"A1,Food",
following,di seguito,/dɪ seːɡwito/,The experiment is the following.,L'esperimento è il seguente.,/lesperimento e il seɡwɛnte./,A1,Food,"A1,Food",
food,cibo,/tʃibo/,It has no food value.,Non ha valore alimentare.,/non a valore alimentare./,A1,Food,"A1,Food",
foot,piede,/pjɛde/,The foot stands were unenclosed.,I supporti per i piedi non erano chiusi.,/i sʊpːɔrtɪ per i pjedɪ non ɛrano kjuzɪ./,A1,Social,"A1,Social",
football,calcio,/kaltʃo/,Football is a game you play with your mates.,Il calcio è un gioco che si fa con i compagni.,/il kaltʃo e ʊn dʒɔko ke sɪ fa kon i kompaɲɲɪ./,A1,Shopping,"A1,Shopping",
for,per,/per/,"And for salary, ’ said Mr.","E per lo stipendio"", ha detto Mr.","/e per lo stipendio"", a detːo ɛmmeɛrɾe./",A1,,A1,
foreign,estero,/ɛstero/,His works have been translated into many foreign languages.,Le sue opere sono state tradotte in molte lingue straniere.,/le sʊe ɔpere sono state tradotːe in molte liŋɡwe straniɛre./,A1,Grammar,"A1,Grammar",
foreigner,straniero,/straniɛro/,With foreigners do I say?,Con gli stranieri dico?,/kon ʎɪ straniɛrɪ diko?/,A1,Social,"A1,Social",
forget,dimenticare,/dimentikare/,You will never forget them.,Non li dimenticherete mai.,/non lɪ dimentikerete maj./,A1,Social,"A1,Social",
form,forma,/forma/,Parikissati is the passive form.,Parikissati è la forma passiva.,/parikissatɪ e la forma passiva./,A1,Social,"A1,Social",
forty,quaranta,/kwaɾanta/,"You shall have forty, sir.","Ne avrà quaranta, signore.","/ne avra kwaɾanta, siɲore./",A1,Time & Quantity,"A1,Time & Quantity",
four,quattro,/kwatːro/,Who may the four be?,Chi possono essere i quattro?,/kɪ pɔssono ɛssere i kwatːro?/,A1,Time & Quantity,"A1,Time & Quantity",
fourteen,quattordici,/kwatːorditʃɪ/,Fourteen years is the age.,L'età è di quattordici anni.,/leta e dɪ kwatːorditʃɪ annɪ./,A1,Time & Quantity,"A1,Time & Quantity",
fourth,quarto,/kwarto/,This is the fourth liberation.,Questa è la quarta liberazione.,/kwesta ɛ la kwarta liberatsione./,A1,Social,"A1,Social",
free,libero,/libero/,Are you free from slavery?,Siete liberi dalla schiavitù?,/sjete liberɪ dalla skjavitu?/,A1,Food,"A1,Food",
friend,amico,/amiko/,"I have no friends, girl.","Non ho amici, ragazza.","/non o amitʃɪ, raɡatsːa./",A1,Social,"A1,Social",
friendly,amichevole,/amikevole/,"Ve-ry friendly little party, are we not?","Un piccolo gruppo molto amichevole, non è vero?","/ʊn pikːolo ɡrupːo molto amikevole, non e vero?/",A1,Grammar,"A1,Grammar",
frog,rana,/rana/,I wish I was a frog.,Vorrei essere una rana.,/vorɾɛi ɛssere ʊna rana./,A1,Social,"A1,Social",
from,da,/da/,He is away from town.,È lontano dalla città.,/e lontano dalla tʃitːa./,A1,,A1,
front,fronte,/fronte/,One of his upper front teeth was loose.,Uno dei denti anteriori superiori era allentato.,/uno deɪ dɛntɪ anteriorɪ sʊperiorɪ ɛra allentato./,A1,Social,"A1,Social",
fruit,frutta,/frutːa/,Such is the mature fruit.,Questo è il frutto maturo.,/kwesto ɛ il frutːo maturo./,A1,Food,"A1,Food",
full,completo,/komplɛto/,He is full of harmony.,È pieno di armonia.,/e pjɛno dɪ armonia./,A1,Time & Quantity,"A1,Time & Quantity",
fun,divertimento,/divertimento/,"Tom—honest injun, now—is it fun, or earnest?","Tom - ingiuntivo, ora - è divertente o serio?","/tɔm indʒʊntivo, ora e divertɛnte o sɛrio?/",A1,Social,"A1,Social",
funny,divertente,/divertɛnte/,"Yes, funny, are they not?","Sì, divertente, non è vero?","/siː, divertɛnte, non e vero?/",A1,Social,"A1,Social",
future,futuro,/fʊturo/,The future would decide that.,Il futuro lo deciderà.,/il fʊturo lo detʃideɾa./,A1,Social,"A1,Social",
game,gioco,/dʒɔko/,This game was constantly playing.,Questo gioco era costantemente in corso.,/kwesto dʒɔko ɛra kostantemente in korso./,A1,Food,"A1,Food",
garbage,rifiuti,/rifjutɪ/,"Garbage cans should be kept clean, and well covered to protect the contents from flies.",I bidoni della spazzatura devono essere tenuti puliti e ben coperti per proteggere il contenuto dalle mosche.,/i bidonɪ della spatsːatura devono ɛssere tenutɪ pʊlitɪ e bɛn kopɛrtɪ per protedʒːere il kontenuto dalle moske./,A1,Social,"A1,Social",
garden,giardino,/dʒardino/,May I see the garden?,Posso vedere il giardino?,/pɔsso vedere il dʒardino?/,A1,Food,"A1,Food",
geography,geografia,/dʒeoɡrafia/,"(See Abulfeda and the Nubian geography, p.","(Cfr. Abulfeda e la geografia nubiana, pag.","/(tʃiɛffeɛrɾe. abʊlfeda e la dʒeoɡrafia nʊbjana, paɡ./",A1,Grammar,"A1,Grammar",
get,ottenere,/otːenere/,How did you get here?,Come sei arrivato qui?,/kome sɛi arɾivato kwi?/,A1,Food,"A1,Food",
ghost,fantasma,/fantazma/,The ghost realm is better.,Il regno dei fantasmi è migliore.,/il reɲɲo deɪ fantazmɪ e miʎore./,A1,Social,"A1,Social",
gift,regalo,/reɡalo/,They give a gift carefully.,Fanno un regalo con attenzione.,/fanno ʊn reɡalo kon atːentsione./,A1,Grammar,"A1,Grammar",
girl,ragazza,/raɡatsːa/,Yes--she is a clever girl.,"Sì, è una ragazza intelligente.","/siː, e ʊna raɡatsːa intellidʒɛnte./",A1,Social,"A1,Social",
girlfriend,fidanzata,/fidantsata/,My girlfriend is crazy about this name.,La mia ragazza va matta per questo nome.,/la mia raɡatsːa va matːa per kwesto nome./,A1,Social,"A1,Social",
give,dare,/dare/,This gives rise to relishing.,Questo dà origine al piacere.,/kwesto da oridʒine al pjatʃere./,A1,Food,"A1,Food",
glad,contento,/kontɛnto/,"Glad of it, ’ said Dowler.","Ne sono felice"", ha detto Dowler.","/ne sono felitʃe"", a detːo dowlɛr./",A1,Grammar,"A1,Grammar",
glass,vetro,/vetro/,Come; a glass of punch!,Vieni; un bicchiere di punch!,/vjɛnɪ; ʊn bikːiɛre dɪ puntʃ!/,A1,Time & Quantity,"A1,Time & Quantity",
glasses,occhiali,/okːjalɪ/,"Glasses, glasses, is the only drinking.","Bicchieri, bicchieri, è l'unico modo per bere.","/bikːiɛrɪ, bikːiɛrɪ, e luniko mɔdo per bere./",A1,Time & Quantity,"A1,Time & Quantity",
go,andare,/andare/,It goes to my heart.,Mi tocca il cuore.,/mɪ tokːa il kʊɔre./,A1,Food,"A1,Food",
goal,obiettivo,/objetːivo/,And they have achieved their heart’s goal.,E hanno raggiunto l'obiettivo del loro cuore.,/e anno radʒːunto lobjetːivo del lɔro kʊɔre./,A1,Grammar,"A1,Grammar",
gold,oro,/ɔro/,Tis iron—that I know—not gold.,È ferro - questo lo so - non oro.,/e fɛrɾo kwesto lo sɔ non ɔro./,A1,Grammar,"A1,Grammar",
good,buono,/bʊɔno/,It was all my foolish--a--a--good-morning!,È stato tutto il mio sciocco... un... buongiorno!,/e stato tutːo il mio ʃɔkːo... un... bʊondʒɔrno!/,A1,Grammar,"A1,Grammar",
good,buono,/bʊɔno/,It was all my foolish--a--a--good-morning!,È stato tutto il mio sciocco... un... buongiorno!,/e stato tutːo il mio ʃɔkːo... un... bʊondʒɔrno!/,A1,Grammar,"A1,Grammar",
good,buono,/bʊɔno/,It was all my foolish--a--a--good-morning!,È stato tutto il mio sciocco... un... buongiorno!,/e stato tutːo il mio ʃɔkːo... un... bʊondʒɔrno!/,A1,Grammar,"A1,Grammar",
good,buono,/bʊɔno/,It was all my foolish--a--a--good-morning!,È stato tutto il mio sciocco... un... buongiorno!,/e stato tutːo il mio ʃɔkːo... un... bʊondʒɔrno!/,A1,Grammar,"A1,Grammar",
goodbye,addio,/adːio/,"I think I had better say goodbye, at once.",Credo sia meglio salutarvi subito.,/krɛdo sia mɛʎo salʊtarvɪ subito./,A1,Social,"A1,Social",
grade,grado,/ɡrado/,Why is color an index of grade?,Perché il colore è un indice di qualità?,/perke il kolore e ʊn inditʃe dɪ kwalita?/,A1,Social,"A1,Social",
grammar,grammatica,/ɡrammatika/,"He knew them word-by-word, and their grammar.",Li conosceva parola per parola e la loro grammatica.,/lɪ konoʃɛva paɾɔla per paɾɔla e la lɔro ɡrammatika./,A1,Grammar,"A1,Grammar",
grandfather,nonno,/nɔnno/,"This is my grandson, ” says Grandfather Smallweed.","Questo è mio nipote"", dice Nonno Smallweed.","/kwesto ɛ mio nipote"", ditʃe nɔnno zmalwɛed./",A1,Social,"A1,Social",
grandma,nonna,/nɔnna/,"You look a little wicked now; what is it, grandma?","Ora hai un'aria un po' malvagia; cosa c'è, nonna?","/ora aj ʊnaria ʊn po malvadʒa; kɔza tʃɛː, nɔnna?/",A1,Social,"A1,Social",
grandmother,nonna,/nɔnna/,"Why, Madame, I had a grandmother!","Ma, signora, io avevo una nonna!","/ma, siɲora, io avevo ʊna nɔnna!/",A1,Social,"A1,Social",
grandpa,nonno,/nɔnno/,"I say, Jo, how is grandpa this week; pretty amiable?","Dico, Jo, come sta il nonno questa settimana; abbastanza amichevole?","/diko, dʒo, kome sta il nɔnno kwesta setːimana; abːastantsa amikevole?/",A1,Social,"A1,Social",
grandparent,nonno,/nɔnno/,Where are your grandparents from?,Da dove vengono i tuoi nonni?,/da dove veŋɡono i tʊɔi nɔnnɪ?/,A1,Social,"A1,Social",
grape,uva,/uva/,Thus grapes are carried at Cesena.,Così l'uva viene trasportata a Cesena.,/kozi luva vjɛne trasportata a tʃezɛna./,A1,Food,"A1,Food",
grass,erba,/ɛrba/,The grass was eaten by termites.,L'erba è stata mangiata dalle termiti.,/lɛrba e stata mandʒata dalle termitɪ./,A1,Social,"A1,Social",
gray,grigio,/ɡridʒo/,It was getting gray daylight now.,Ormai la luce del giorno si stava facendo grigia.,/ormaɪ la lutʃe del dʒorno sɪ stava fatʃɛndo ɡridʒa./,A1,Social,"A1,Social",
great,grande,/ɡrande/,"Indeed it is, great king.","È proprio così, grande re.","/e prɔprio kozi, ɡrande rɛ./",A1,Social,"A1,Social",
green,verde,/verde/,He is so jolly green!,È così allegro e verde!,/e kozi alleɡro e verde!/,A1,Social,"A1,Social",
greet,saluto,/saluto/,We will greet the time.,Saluteremo il tempo.,/salʊterɛmo il tɛmpo./,A1,Social,"A1,Social",
grey,grigio,/ɡridʒo/,The hedges were grey with dust.,Le siepi erano grigie di polvere.,/le sjepɪ ɛrano ɡridʒe dɪ polvere./,A1,Social,"A1,Social",
ground,terra,/tɛrɾa/,What are the five grounds?,Quali sono i cinque motivi?,/kwalɪ sono i tʃinkwe motivɪ?/,A1,Social,"A1,Social",
group,gruppo,/ɡrupːo/,The group of thirteen is finished.,Il gruppo dei tredici è finito.,/il ɡrupːo deɪ treditʃɪ e finito./,A1,Grammar,"A1,Grammar",
grow,crescere,/kreʃere/,She will still grow old.,Invecchierà comunque.,/invekːieɾa komunkwe./,A1,Food,"A1,Food",
guess,indovinare,/indovinare/,I can--I can--guess the cause.,Posso... posso... indovinare la causa.,/pɔsso... pɔsso... indovinare la kaʊza./,A1,Social,"A1,Social",
guest,ospite,/ɔspite/,"Why did you compare them, Guest?","Perché li ha confrontati, Guest?","/perke lɪ a konfrontatɪ, ɡwɛst?/",A1,Social,"A1,Social",
guitar,chitarra,/kitarɾa/,"Finding that what he wanted to do was play guitar, he dropped out.","Scoprendo che quello che voleva fare era suonare la chitarra, abbandonò gli studi.","/skoprɛndo ke kwello ke volɛva fare ɛra sʊonare la kitarɾa, abːandonɔ ʎɪ studɪ./",A1,Shopping,"A1,Shopping",
guy,ragazzo,/raɡatsːo/,It was capital; but see what a guy it's made me.,"È stato un capitale, ma vedete che uomo mi ha fatto diventare.","/e stato ʊn kapitale, ma vedete ke wɔmo mɪ a fatːo diventare./",A1,Social,"A1,Social",
gym,palestra,/palɛstra/,Tobias was at the gym.,Tobias era in palestra.,/tobias ɛra in palɛstra./,A1,Shopping,"A1,Shopping",
habit,abitudine,/abitudine/,It was a habit of his.,Era una sua abitudine.,/ɛra ʊna sʊa abitudine./,A1,Grammar,"A1,Grammar",
had,avuto,/avuto/,Newman had not been home.,Newman non era tornato a casa.,/newman non ɛra tornato a kaza./,A1,Food,"A1,Food",
hair,capelli,/kapellɪ/,He had not much hair.,Non aveva molti capelli.,/non aveva moltɪ kapellɪ./,A1,Time & Quantity,"A1,Time & Quantity",
haircut,taglio di capelli,/taʎo dɪ kapellɪ/,He gave him a haircut.,Gli ha tagliato i capelli.,/ʎɪ a taʎato i kapellɪ./,A1,Health,"A1,Health",
half,metà,/meta/,Been here half an hour.,Sono qui da mezz'ora.,/sono kwi da medzːora./,A1,Time & Quantity,"A1,Time & Quantity",
hall,sala,/sala/,They went into the hall.,Sono entrati nel corridoio.,/sono entratɪ nel korɾidojo./,A1,Social,"A1,Social",
hamburger,hamburger,/amburɡer/,It was a hamburger of epic dimensions!,Era un hamburger di dimensioni epiche!,/ɛra ʊn amburɡer dɪ dimensjonɪ epike!/,A1,Food,"A1,Food",
hand,mano,/mano/,Will you unclasp your hand?,Vuoi sciogliere la mano?,/vʊɔi ʃɔʎere la mano?/,A1,Social,"A1,Social",
handsome,bello,/bɛllo/,Is’t not a handsome gentleman?,Non è un bel gentiluomo?,/non e ʊn bɛl dʒentilʊɔmo?/,A1,Grammar,"A1,Grammar",
happen,accadere,/akːadere/,That is as it happens.,Questo è quanto accade.,/kwesto ɛ kwanto akːade./,A1,Professional,"A1,Professional",
happy,felice,/felitʃe/,How happy we should be!,Come dovremmo essere felici!,/kome dovremmo ɛssere felitʃɪ!/,A1,Grammar,"A1,Grammar",
hard,duro,/duro/,They are hard at it.,Si impegnano a fondo.,/sɪ impɛɲano a fondo./,A1,Grammar,"A1,Grammar",
has,ha,/a/,Maybe you know he has?,Forse sai che l'ha fatto?,/forse saj ke la fatːo?/,A1,Food,"A1,Food",
hat,cappello,/kapːɛllo/,"This hat is Nan, our maid.","Questo cappello è di Nan, la nostra cameriera.","/kwesto kapːɛllo e dɪ nan, la nɔstra kameriɛra./",A1,Shopping,"A1,Shopping",
hate,odio,/ɔdio/,"You may hate, but beware!","Potete odiare, ma attenzione!","/potete odjare, ma atːentsione!/",A1,Emotions,"A1,Emotions",
have,avere,/avere/,"I have been thinking, Mr.","Stavo pensando, signor","/stavo pensando, siɲor/",A1,Social,"A1,Social",
have,avere,/avere/,"I have been thinking, Mr.","Stavo pensando, signor","/stavo pensando, siɲor/",A1,Social,"A1,Social",
he,lui,/lui/,I should think he was.,Credo che lo fosse.,/krɛdo ke lo fosse./,A1,Social,"A1,Social",
head,testa,/tɛsta/,A whirling head has Mr.,Una testa vorticosa ha fatto sì che Mr.,/ʊna tɛsta vortikoza a fatːo siː ke ɛmmeɛrɾe./,A1,Social,"A1,Social",
headache,mal di testa,/mal dɪ tɛsta/,Lucy had a headache and went early to bed.,Lucy aveva mal di testa ed è andata a letto presto.,/lusɪ aveva mal dɪ tɛsta ed e andata a lɛtːo prɛsto./,A1,Grammar,"A1,Grammar",
health,salute,/salute/,"Was she in health, sir?","Era in salute, signore?","/ɛra in salute, siɲore?/",A1,Health,"A1,Health",
healthy,sano,/sano/,Its breath is pure and healthy.,Il suo respiro è puro e sano.,/il sʊo respiro e puro e sano./,A1,Grammar,"A1,Grammar",
hear,sentire,/sentire/,He would scarcely hear me.,Mi sentiva a malapena.,/mɪ sentiva a malapena./,A1,Professional,"A1,Professional",
heart,cuore,/kʊɔre/,It goes to my heart.,Mi tocca il cuore.,/mɪ tokːa il kʊɔre./,A1,Food,"A1,Food",
heavy,pesante,/pezante/,Heavy offenses should be known.,Le offese pesanti devono essere conosciute.,/le offeze pezantɪ devono ɛssere konoʃute./,A1,Social,"A1,Social",
hello,ciao,/tʃao/,"Hello yourself, and see how you like it.","Ciao a te stesso, e vedi se ti piace.","/tʃao a te stesso, e vedɪ se tɪ pjatʃe./",A1,Social,"A1,Social",
help,Aiuto,/ajuto/,Who can help liking it?,Chi può aiutare ad apprezzarlo?,/kɪ pʊɔ ajʊtare ad apːretsːarlo?/,A1,Social,"A1,Social",
her,lei,/lɛi/,Did it disagree with her?,Non era d'accordo con lei?,/non ɛra dakːɔrdo kon lɛi?/,A1,,A1,
here,qui,/kwi/,How did you get here?,Come sei arrivato qui?,/kome sɛi arɾivato kwi?/,A1,Social,"A1,Social",
hers,il suo,/il suo/,I did the same to hers.,Ho fatto lo stesso con la sua.,/o fatːo lo stesso kon la sua./,A1,,A1,
hey,Ehi,/ei/,"These are your iron fists, hey?","Questi sono i tuoi pugni di ferro, eh?","/kwestɪ sono i tʊɔi puɲɲɪ dɪ fɛrɾo, e?/",A1,,A1,
hi,Ciao,/tʃao/,His father was a dancer.,Suo padre era un ballerino.,/sʊo padre ɛra ʊn ballerino./,A1,Social,"A1,Social",
hide,nascondersi,/naskondersɪ/,They hide what they have.,Nascondono ciò che hanno.,/naskondono tʃɔ ke anno./,A1,Home,"A1,Home",
high,alto,/alto/,The temperature is exceedingly high.,La temperatura è molto alta.,/la temperatura e molto alta./,A1,Grammar,"A1,Grammar",
hill,collina,/kollina/,This hill is far enough.,Questa collina è abbastanza lontana.,/kwesta kollina e abːastantsa lontana./,A1,Social,"A1,Social",
him,lui,/lui/,Where have you hid him?,Dove lo avete nascosto?,/dove lo avete naskosto?/,A1,,A1,
his,il suo,/il suo/,His father was a dancer.,Suo padre era un ballerino.,/sʊo padre ɛra ʊn ballerino./,A1,,A1,
history,storia,/stɔria/,Strange are the vicissitudes of history!,Strane sono le vicissitudini della storia!,/strane sono le vitʃissitudinɪ della stɔria!/,A1,Social,"A1,Social",
hobby,hobby,/ɔbːɪ/,Has he no particular hobby?,Non ha un hobby particolare?,/non a ʊn ɔbːɪ partikolare?/,A1,Shopping,"A1,Shopping",
hold,tenere,/tenere/,Will you hold your tongue--female?,"Vuoi tenere a freno la lingua, donna?","/vʊɔi tenere a freno la liŋɡwa, dɔnna?/",A1,Food,"A1,Food",
hole,buco,/buko/,You should completely get rid of these holes!,Dovreste eliminare completamente questi buchi!,/dovreste eliminare kompletamente kwestɪ bukɪ!/,A1,Shopping,"A1,Shopping",
holiday,vacanza,/vakantsa/,How long are the holidays?,Quanto durano le vacanze?,/kwanto durano le vakantse?/,A1,Time & Quantity,"A1,Time & Quantity",
home,casa,/kaza/,Newman had not been home.,Newman non era tornato a casa.,/newman non ɛra tornato a kaza./,A1,Grammar,"A1,Grammar",
hometown,città natale,/tʃitːa natale/,He went back to his hometown.,È tornato nella sua città natale.,/e tornato nella sʊa tʃitːa natale./,A1,Professional,"A1,Professional",
homework,compiti a casa,/kompitɪ a kaza/,He forgot to do his homework.,Ha dimenticato di fare i compiti.,/a dimentikato dɪ fare i kompitɪ./,A1,Activities,"A1,Activities",
hope,speranza,/sperantsa/,"I SAID hope, I think!","Ho detto speranza, credo!","/o detːo sperantsa, krɛdo!/",A1,Social,"A1,Social",
horse,cavallo,/kavallo/,Where shall you change horses?,Dove cambierete i cavalli?,/dove kambjerete i kavallɪ?/,A1,Food,"A1,Food",
